Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	40cells_940buffer_20imaz_hum_lsz_2.UDT
Run Date:	12:24:59, 02/16/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.006787	-0.006787	0.9582	0.9182

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	126.0	128.0	290.0	0.953	290.0	0.526

Data Points
s	Abs
0.0	0.841
2.0	0.840
4.0	0.839
6.0	0.841
8.0	0.839
10.0	0.840
12.0	0.838
14.0	0.838
16.0	0.838
18.0	0.837
20.0	0.837
22.0	0.837
24.0	0.836
26.0	0.836
28.0	0.836
30.0	0.836
32.0	0.836
34.0	0.836
36.0	0.835
38.0	0.835
40.0	0.835
42.0	0.835
44.0	0.835
46.0	0.835
48.0	0.835
50.0	0.835
52.0	0.834
54.0	0.834
56.0	0.834
58.0	0.834
60.0	0.833
62.0	0.833
64.0	0.834
66.0	0.833
68.0	0.833
70.0	0.833
72.0	0.833
74.0	0.832
76.0	0.832
78.0	0.832
80.0	0.832
82.0	0.832
84.0	0.832
86.0	-0.861
88.0	0.118
90.0	0.118
92.0	0.118
94.0	0.118
96.0	0.118
98.0	0.118
100.0	0.118
102.0	0.118
104.0	0.118
106.0	0.118
108.0	0.118
110.0	0.118
112.0	0.118
114.0	0.118
116.0	0.118
118.0	0.118
120.0	0.118
122.0	0.118
124.0	0.118
126.0	-0.935
128.0	0.953
130.0	0.859
132.0	0.853
134.0	0.847
136.0	0.842
138.0	0.835
140.0	0.829
142.0	0.823
144.0	0.817
146.0	0.811
148.0	0.805
150.0	0.798
152.0	0.792
154.0	0.786
156.0	0.780
158.0	0.775
160.0	0.769
162.0	0.763
164.0	0.758
166.0	0.753
168.0	0.747
170.0	0.742
172.0	0.737
174.0	0.732
176.0	0.726
178.0	0.722
180.0	0.718
182.0	0.712
184.0	0.708
186.0	0.704
188.0	0.699
190.0	0.694
192.0	0.690
194.0	0.685
196.0	0.681
198.0	0.677
200.0	0.673
202.0	0.669
204.0	0.665
206.0	0.660
208.0	0.657
210.0	0.652
212.0	0.649
214.0	0.645
216.0	0.642
218.0	0.638
220.0	0.634
222.0	0.630
224.0	0.627
226.0	0.623
228.0	0.619
230.0	0.616
232.0	0.613
234.0	0.609
236.0	0.606
238.0	0.602
240.0	0.600
242.0	0.596
244.0	0.593
246.0	0.590
248.0	0.586
250.0	0.583
252.0	0.580
254.0	0.577
256.0	0.574
258.0	0.570
260.0	0.568
262.0	0.565
264.0	0.562
266.0	0.560
268.0	0.555
270.0	0.553
272.0	0.551
274.0	0.548
276.0	0.545
278.0	0.542
280.0	0.540
282.0	0.537
284.0	0.535
286.0	0.532
288.0	0.529
290.0	0.526

