Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	50cells_930buffer_20imaz_hum_lsz_3.UDT
Run Date:	13:00:29, 02/16/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.005011	-0.005011	0.9234	0.8527

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	0.0	98.0	144.0	10.000	144.0	0.117
2	144.0	160.0	310.0	1.376	310.0	0.500

Data Points
s	Abs
0.0	0.858
2.0	0.857
4.0	0.857
6.0	0.856
8.0	0.856
10.0	0.854
12.0	0.856
14.0	0.854
16.0	0.854
18.0	0.854
20.0	0.856
22.0	0.855
24.0	0.854
26.0	0.854
28.0	0.854
30.0	0.854
32.0	0.854
34.0	0.854
36.0	0.854
38.0	0.854
40.0	0.852
42.0	0.853
44.0	0.852
46.0	0.853
48.0	0.853
50.0	0.853
52.0	0.853
54.0	0.852
56.0	0.852
58.0	0.852
60.0	0.851
62.0	0.852
64.0	0.852
66.0	0.852
68.0	0.852
70.0	0.851
72.0	0.852
74.0	0.852
76.0	0.852
78.0	0.851
80.0	0.852
82.0	0.851
84.0	0.851
86.0	0.851
88.0	0.851
90.0	0.851
92.0	0.851
94.0	0.851
96.0	-0.793
98.0	10.000
100.0	0.117
102.0	0.117
104.0	0.117
106.0	0.117
108.0	0.117
110.0	0.117
112.0	0.117
114.0	0.117
116.0	0.117
118.0	0.117
120.0	0.117
122.0	0.117
124.0	0.117
126.0	0.117
128.0	0.117
130.0	0.117
132.0	0.117
134.0	0.117
136.0	0.117
138.0	0.117
140.0	0.117
142.0	0.117
144.0	0.117
146.0	0.117
148.0	0.117
150.0	0.117
152.0	0.117
154.0	0.117
156.0	0.117
158.0	-0.726
160.0	1.376
162.0	0.787
164.0	0.780
166.0	0.775
168.0	0.769
170.0	0.764
172.0	0.759
174.0	0.754
176.0	0.749
178.0	0.743
180.0	0.738
182.0	0.733
184.0	0.728
186.0	0.723
188.0	0.719
190.0	0.714
192.0	0.709
194.0	0.705
196.0	0.700
198.0	0.695
200.0	0.691
202.0	0.686
204.0	0.682
206.0	0.678
208.0	0.673
210.0	0.669
212.0	0.665
214.0	0.661
216.0	0.657
218.0	0.653
220.0	0.649
222.0	0.645
224.0	0.641
226.0	0.637
228.0	0.633
230.0	0.629
232.0	0.626
234.0	0.622
236.0	0.618
238.0	0.614
240.0	0.611
242.0	0.607
244.0	0.603
246.0	0.600
248.0	0.596
250.0	0.593
252.0	0.590
254.0	0.586
256.0	0.583
258.0	0.579
260.0	0.576
262.0	0.573
264.0	0.570
266.0	0.566
268.0	0.563
270.0	0.560
272.0	0.556
274.0	0.553
276.0	0.550
278.0	0.547
280.0	0.544
282.0	0.540
284.0	0.537
286.0	0.535
288.0	0.531
290.0	0.528
292.0	0.525
294.0	0.522
296.0	0.520
298.0	0.517
300.0	0.514
302.0	0.511
304.0	0.508
306.0	0.505
308.0	0.503
310.0	0.500

