Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	20cells_960buffer_20imaz_hum_lsz_1.UDT
Run Date:	11:26:10, 02/16/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.00765	-0.00765	0.9962	0.9925

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	0.0	84.0	118.0	10.000	118.0	-0.011
2	118.0	120.0	218.0	0.524	218.0	0.371

Data Points
s	Abs
0.0	0.550
2.0	0.550
4.0	0.550
6.0	0.550
8.0	0.549
10.0	0.549
12.0	0.549
14.0	0.549
16.0	0.548
18.0	0.548
20.0	0.548
22.0	0.547
24.0	0.547
26.0	0.547
28.0	0.547
30.0	0.546
32.0	0.546
34.0	0.546
36.0	0.545
38.0	0.546
40.0	0.545
42.0	0.545
44.0	0.545
46.0	0.544
48.0	0.544
50.0	0.544
52.0	0.544
54.0	0.544
56.0	0.543
58.0	0.543
60.0	0.542
62.0	0.543
64.0	0.542
66.0	0.542
68.0	0.541
70.0	0.541
72.0	0.541
74.0	0.541
76.0	0.541
78.0	0.540
80.0	0.540
82.0	0.539
84.0	10.000
86.0	0.119
88.0	0.119
90.0	0.119
92.0	0.119
94.0	0.119
96.0	0.119
98.0	0.119
100.0	0.119
102.0	0.119
104.0	0.119
106.0	0.119
108.0	0.119
110.0	0.119
112.0	0.119
114.0	0.119
116.0	0.119
118.0	-0.011
120.0	0.524
122.0	0.521
124.0	0.515
126.0	0.510
128.0	0.504
130.0	0.499
132.0	0.494
134.0	0.490
136.0	0.486
138.0	0.481
140.0	0.476
142.0	0.472
144.0	0.468
146.0	0.464
148.0	0.460
150.0	0.457
152.0	0.453
154.0	0.449
156.0	0.446
158.0	0.443
160.0	0.440
162.0	0.437
164.0	0.434
166.0	0.431
168.0	0.428
170.0	0.425
172.0	0.423
174.0	0.420
176.0	0.417
178.0	0.414
180.0	0.412
182.0	0.410
184.0	0.407
186.0	0.404
188.0	0.402
190.0	0.400
192.0	0.397
194.0	0.395
196.0	0.393
198.0	0.390
200.0	0.388
202.0	0.386
204.0	0.385
206.0	0.382
208.0	0.380
210.0	0.379
212.0	0.377
214.0	0.375
216.0	0.373
218.0	0.371

