Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	10cells_970buffer_20imaz_hum_lsz_2.UDT
Run Date:	11:08:55, 02/16/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.003732	-0.003732	0.9879	0.9759

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	0.0	80.0	94.0	10.000	94.0	0.120
2	94.0	114.0	204.0	10.000	204.0	0.318

Data Points
s	Abs
0.0	0.388
2.0	0.388
4.0	0.388
6.0	0.387
8.0	0.387
10.0	0.387
12.0	0.387
14.0	0.387
16.0	0.387
18.0	0.387
20.0	0.386
22.0	0.386
24.0	0.386
26.0	0.386
28.0	0.386
30.0	0.386
32.0	0.386
34.0	0.386
36.0	0.386
38.0	0.386
40.0	0.385
42.0	0.385
44.0	0.385
46.0	0.385
48.0	0.385
50.0	0.384
52.0	0.384
54.0	0.385
56.0	0.384
58.0	0.384
60.0	0.384
62.0	0.384
64.0	0.384
66.0	0.383
68.0	0.383
70.0	0.383
72.0	0.383
74.0	0.383
76.0	0.383
78.0	-0.531
80.0	10.000
82.0	0.120
84.0	0.120
86.0	0.120
88.0	0.120
90.0	0.120
92.0	0.120
94.0	0.120
96.0	0.120
98.0	0.120
100.0	0.120
102.0	0.120
104.0	0.120
106.0	0.120
108.0	0.120
110.0	0.120
112.0	0.120
114.0	10.000
116.0	0.411
118.0	0.408
120.0	0.404
122.0	0.400
124.0	0.397
126.0	0.393
128.0	0.389
130.0	0.386
132.0	0.383
134.0	0.380
136.0	0.377
138.0	0.374
140.0	0.372
142.0	0.369
144.0	0.367
146.0	0.364
148.0	0.362
150.0	0.360
152.0	0.357
154.0	0.356
156.0	0.354
158.0	0.352
160.0	0.350
162.0	0.348
164.0	0.346
166.0	0.344
168.0	0.343
170.0	0.340
172.0	0.339
174.0	0.338
176.0	0.336
178.0	0.335
180.0	0.333
182.0	0.332
184.0	0.330
186.0	0.329
188.0	0.327
190.0	0.327
192.0	0.325
194.0	0.324
196.0	0.322
198.0	0.321
200.0	0.320
202.0	0.319
204.0	0.318

