Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	30cells_950buffer_20imaz_hum_lsz_3.UDT
Run Date:	12:08:46, 02/16/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.005421	-0.005421	0.9878	0.9757

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	0.0	112.0	158.0	10.000	158.0	0.118
2	158.0	162.0	264.0	10.000	264.0	0.436

Data Points
s	Abs
0.0	0.710
2.0	0.710
4.0	0.710
6.0	0.709
8.0	0.709
10.0	0.709
12.0	0.709
14.0	0.708
16.0	0.708
18.0	0.708
20.0	0.708
22.0	0.707
24.0	0.707
26.0	0.707
28.0	0.707
30.0	0.707
32.0	0.706
34.0	0.707
36.0	0.706
38.0	0.706
40.0	0.706
42.0	0.705
44.0	0.706
46.0	0.705
48.0	0.705
50.0	0.705
52.0	0.705
54.0	0.705
56.0	0.705
58.0	0.705
60.0	0.705
62.0	0.705
64.0	0.704
66.0	0.704
68.0	0.704
70.0	0.704
72.0	0.704
74.0	0.704
76.0	0.703
78.0	0.704
80.0	0.703
82.0	0.703
84.0	0.702
86.0	0.702
88.0	0.703
90.0	0.702
92.0	0.702
94.0	0.702
96.0	0.702
98.0	0.701
100.0	0.702
102.0	0.701
104.0	0.701
106.0	0.701
108.0	0.700
110.0	0.695
112.0	10.000
114.0	0.118
116.0	0.118
118.0	0.118
120.0	0.118
122.0	0.118
124.0	0.118
126.0	0.118
128.0	0.118
130.0	0.118
132.0	0.118
134.0	0.118
136.0	0.118
138.0	0.118
140.0	0.118
142.0	0.118
144.0	0.118
146.0	0.118
148.0	0.118
150.0	0.118
152.0	0.118
154.0	0.118
156.0	0.118
158.0	0.118
160.0	0.118
162.0	10.000
164.0	10.000
166.0	0.631
168.0	0.626
170.0	0.620
172.0	0.615
174.0	0.610
176.0	0.604
178.0	0.598
180.0	0.593
182.0	0.587
184.0	0.582
186.0	0.576
188.0	0.572
190.0	0.567
192.0	0.563
194.0	0.558
196.0	0.553
198.0	0.548
200.0	0.544
202.0	0.540
204.0	0.536
206.0	0.532
208.0	0.528
210.0	0.524
212.0	0.519
214.0	0.516
216.0	0.512
218.0	0.508
220.0	0.504
222.0	0.501
224.0	0.497
226.0	0.493
228.0	0.490
230.0	0.487
232.0	0.483
234.0	0.480
236.0	0.477
238.0	0.473
240.0	0.470
242.0	0.467
244.0	0.464
246.0	0.461
248.0	0.458
250.0	0.455
252.0	0.452
254.0	0.450
256.0	0.447
258.0	0.444
260.0	0.442
262.0	0.439
264.0	0.436

