Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	30cells_950buffer_20imaz_lsz_1.UDT
Run Date:	12:54:56, 02/12/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.01143	-0.01143	0.9954	0.9909

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	0.0	100.0	128.0	10.000	128.0	0.117
2	128.0	140.0	242.0	10.000	242.0	0.323

Data Points
s	Abs
0.0	0.658
2.0	0.659
4.0	0.658
6.0	0.658
8.0	0.658
10.0	0.658
12.0	0.657
14.0	0.657
16.0	0.656
18.0	0.656
20.0	0.655
22.0	0.655
24.0	0.655
26.0	0.655
28.0	0.654
30.0	0.653
32.0	0.653
34.0	0.652
36.0	0.652
38.0	0.652
40.0	0.651
42.0	0.651
44.0	0.651
46.0	0.650
48.0	0.650
50.0	0.650
52.0	0.649
54.0	0.649
56.0	0.649
58.0	0.648
60.0	0.648
62.0	0.648
64.0	0.648
66.0	0.648
68.0	0.647
70.0	0.646
72.0	0.646
74.0	0.646
76.0	0.645
78.0	0.646
80.0	0.645
82.0	0.645
84.0	0.644
86.0	0.644
88.0	0.644
90.0	0.644
92.0	0.643
94.0	0.643
96.0	0.643
98.0	-0.423
100.0	10.000
102.0	0.117
104.0	0.117
106.0	0.117
108.0	0.117
110.0	0.117
112.0	0.117
114.0	0.117
116.0	0.117
118.0	0.117
120.0	0.117
122.0	0.117
124.0	0.117
126.0	0.117
128.0	0.117
130.0	0.117
132.0	0.117
134.0	0.117
136.0	0.117
138.0	0.117
140.0	10.000
142.0	0.536
144.0	0.525
146.0	0.514
148.0	0.505
150.0	0.495
152.0	0.486
154.0	0.478
156.0	0.470
158.0	0.463
160.0	0.457
162.0	0.451
164.0	0.444
166.0	0.439
168.0	0.433
170.0	0.428
172.0	0.422
174.0	0.418
176.0	0.413
178.0	0.408
180.0	0.405
182.0	0.400
184.0	0.396
186.0	0.392
188.0	0.389
190.0	0.385
192.0	0.381
194.0	0.378
196.0	0.375
198.0	0.372
200.0	0.369
202.0	0.366
204.0	0.363
206.0	0.361
208.0	0.358
210.0	0.356
212.0	0.353
214.0	0.351
216.0	0.349
218.0	0.346
220.0	0.344
222.0	0.342
224.0	0.340
226.0	0.338
228.0	0.336
230.0	0.335
232.0	0.332
234.0	0.331
236.0	0.329
238.0	0.327
240.0	0.326
242.0	0.323

