Sample:	'LSZ-0.9gl_0.028Mphosph_buffer
File name:	50cells_930buffer_20imaz_lsz_2.UDT
Run Date:	13:44:25, 02/12/2026
Operator:	Badun GA
Comment:	'

Instrument
Model:	U-5100 Spectrophotometer
Serial Number:	'2201-044
ROM Version:	3J25300 05
Option:	6-Cell Positioner (Off)

Instrument Parameters
Measurement Type:	Time Scan
Data Mode:	Abs
Scan Time:	600 s
Wavelength:	650.0 nm
Sampling Interval:	2.0 s
Delay:	0 s
Auto Zero before each run:	Off
Slit Width:	5.00 nm
Response:	Fast
Path Correct:	On
Path Length:	10.0 mm

Kinetic Data
Start (s)	End (s)	K Factor	Slope (/min)	Activity	R	R2
0.0	60.0	1.000000	-0.01022	-0.01022	0.9909	0.9819

Peak Detection
Integration Method:	Rectangular
Sensitivity:	1
Threshold:	0.0100

Peaks
Peak #	Start (s)	Apex (s)	End (s)	Height (Abs)	Valley (s)	Valley (Abs)
1	0.0	88.0	128.0	10.000	128.0	-0.881
2	128.0	130.0	230.0	10.000	230.0	0.442

Data Points
s	Abs
0.0	0.959
2.0	0.959
4.0	0.958
6.0	0.958
8.0	0.958
10.0	0.957
12.0	0.956
14.0	0.956
16.0	0.956
18.0	0.955
20.0	0.955
22.0	0.955
24.0	0.955
26.0	0.954
28.0	0.954
30.0	0.953
32.0	0.953
34.0	0.952
36.0	0.952
38.0	0.951
40.0	0.951
42.0	0.951
44.0	0.952
46.0	0.951
48.0	0.951
50.0	0.950
52.0	0.949
54.0	0.950
56.0	0.950
58.0	0.949
60.0	0.948
62.0	0.949
64.0	0.949
66.0	0.948
68.0	0.948
70.0	0.948
72.0	0.947
74.0	0.947
76.0	0.947
78.0	0.946
80.0	0.946
82.0	0.946
84.0	0.946
86.0	0.935
88.0	10.000
90.0	0.117
92.0	0.117
94.0	0.117
96.0	0.117
98.0	0.117
100.0	0.117
102.0	0.117
104.0	0.117
106.0	0.117
108.0	0.117
110.0	0.117
112.0	0.117
114.0	0.117
116.0	0.117
118.0	0.117
120.0	0.117
122.0	0.117
124.0	0.117
126.0	0.117
128.0	-0.881
130.0	10.000
132.0	0.772
134.0	0.758
136.0	0.744
138.0	0.730
140.0	0.717
142.0	0.706
144.0	0.694
146.0	0.683
148.0	0.672
150.0	0.663
152.0	0.653
154.0	0.644
156.0	0.635
158.0	0.627
160.0	0.619
162.0	0.611
164.0	0.604
166.0	0.597
168.0	0.590
170.0	0.583
172.0	0.576
174.0	0.570
176.0	0.564
178.0	0.558
180.0	0.552
182.0	0.547
184.0	0.541
186.0	0.536
188.0	0.531
190.0	0.526
192.0	0.521
194.0	0.516
196.0	0.511
198.0	0.507
200.0	0.502
202.0	0.498
204.0	0.493
206.0	0.489
208.0	0.485
210.0	0.481
212.0	0.477
214.0	0.472
216.0	0.468
218.0	0.465
220.0	0.460
222.0	0.457
224.0	0.453
226.0	0.449
228.0	0.446
230.0	0.442

